,Date,City,Tariff,Price,Driver id,Rate,Order merhod,User id
5317,2023-06-25T00:00:00.000000000,Tver,Businnes,4123,606DR,1,Call-center,1642USR
5318,2023-06-03T00:00:00.000000000,Ufa,Minivan,2197,36DR,4,Android,3989USR
5319,2023-06-04T00:00:00.000000000,Sochi,Uber,2918,271DR,3,iOS,2141USR
5320,2023-06-18T00:00:00.000000000,Saint-Petersburg,Minivan,6394,4DR,2,iOS,207USR
5321,2023-06-07T00:00:00.000000000,Moscow,Uber,1274,546DR,4,Android,2564USR
5322,2023-06-03T00:00:00.000000000,Sochi,Minivan,3926,331DR,1,Call-center,1309USR
5323,2023-06-02T00:00:00.000000000,Moscow,Businnes,5530,159DR,2,Browser,1776USR
5324,2023-06-14T00:00:00.000000000,Kaliningrad,Minivan,3120,531DR,2,iOS,3621USR
5325,2023-06-25T00:00:00.000000000,Sochi,Uber,3010,36DR,1,Browser,121USR
5326,2023-06-23T00:00:00.000000000,Sochi,Minivan,4842,532DR,2,Android,45USR
5327,2023-06-13T00:00:00.000000000,Barnaul,Uber,3753,830DR,3,Android,2859USR
5328,2023-06-01T00:00:00.000000000,Sochi,Uber,2642,833DR,4,iOS,3360USR
5329,2023-06-01T00:00:00.000000000,Ufa,Econom,2767,452DR,4,Browser,2323USR
5330,2023-06-26T00:00:00.000000000,Krasnodar,Uber,2084,713DR,3,Android,767USR
5331,2023-06-25T00:00:00.000000000,Ufa,Minivan,4873,221DR,4,Browser,3920USR
5332,2023-06-12T00:00:00.000000000,Tver,Minivan,5448,39DR,4,Browser,3435USR
5333,2023-06-28T00:00:00.000000000,Kazan,Businnes,8004,648DR,1,iOS,2492USR
5334,2023-06-02T00:00:00.000000000,Tver,Econom,550,835DR,2,iOS,2885USR
5335,2023-06-11T00:00:00.000000000,Kazan,Minivan,2099,629DR,5,Android,3818USR
5336,2023-06-16T00:00:00.000000000,Ufa,Uber,4673,438DR,5,Browser,2089USR
5337,2023-06-14T00:00:00.000000000,Saint-Petersburg,Econom,104,854DR,5,Call-center,106USR
5338,2023-06-16T00:00:00.000000000,Kazan,Uber,3741,345DR,5,Browser,2272USR
5339,2023-06-20T00:00:00.000000000,Kazan,Minivan,3652,90DR,2,Call-center,2740USR
5340,2023-06-03T00:00:00.000000000,Krasnodar,Econom,2695,714DR,2,iOS,3228USR
5341,2023-06-18T00:00:00.000000000,Vladivostok,Businnes,3487,427DR,3,Call-center,748USR
5342,2023-06-01T00:00:00.000000000,Samara,Econom,1185,701DR,5,iOS,1473USR
5343,2023-06-16T00:00:00.000000000,Vladivostok,Businnes,7640,768DR,4,Browser,932USR
5344,2023-06-17T00:00:00.000000000,Tver,Minivan,4381,371DR,2,Browser,1337USR
5345,2023-06-08T00:00:00.000000000,Ufa,Econom,2493,2DR,2,iOS,609USR
5346,2023-06-30T00:00:00.000000000,Saint-Petersburg,Econom,2213,68DR,4,Android,3505USR
5347,2023-06-13T00:00:00.000000000,Tver,Uber,1145,455DR,2,iOS,252USR
5348,2023-06-15T00:00:00.000000000,Moscow,Minivan,5864,870DR,5,Android,3991USR
5349,2023-06-20T00:00:00.000000000,Sochi,Econom,186,277DR,3,Android,1824USR
5350,2023-06-14T00:00:00.000000000,Saint-Petersburg,Econom,2117,111DR,3,Android,1825USR
5351,2023-06-08T00:00:00.000000000,Ufa,Businnes,3805,581DR,4,Browser,3039USR
5352,2023-06-08T00:00:00.000000000,Samara,Uber,2702,482DR,2,Call-center,3975USR
5353,2023-06-05T00:00:00.000000000,Samara,Minivan,1980,574DR,5,Android,108USR
5354,2023-06-17T00:00:00.000000000,Tver,Econom,1736,692DR,3,Browser,3177USR
5355,2023-06-22T00:00:00.000000000,Vladivostok,Minivan,4923,298DR,5,Call-center,2834USR
5356,2023-06-27T00:00:00.000000000,Kaliningrad,Econom,2391,262DR,4,Call-center,2261USR
5357,2023-06-24T00:00:00.000000000,Samara,Businnes,8376,380DR,1,Browser,3617USR
5358,2023-06-05T00:00:00.000000000,Krasnodar,Minivan,6555,377DR,2,iOS,699USR
5359,2023-06-02T00:00:00.000000000,Kaliningrad,Uber,5789,680DR,3,Android,1383USR
5360,2023-06-30T00:00:00.000000000,Ufa,Minivan,2686,71DR,5,Browser,547USR
5361,2023-06-06T00:00:00.000000000,Barnaul,Econom,852,319DR,4,Android,3828USR
5362,2023-06-19T00:00:00.000000000,Moscow,Uber,1580,417DR,1,Android,327USR
5363,2023-06-07T00:00:00.000000000,Moscow,Businnes,8453,24DR,2,Android,1092USR
5364,2023-06-08T00:00:00.000000000,Tver,Businnes,1969,281DR,5,Android,3997USR
5365,2023-06-15T00:00:00.000000000,Ufa,Uber,840,30DR,4,iOS,870USR
5366,2023-06-04T00:00:00.000000000,Tver,Uber,5282,402DR,1,Call-center,89USR
5367,2023-06-07T00:00:00.000000000,Barnaul,Uber,4953,524DR,5,iOS,2804USR
5368,2023-06-22T00:00:00.000000000,Barnaul,Uber,4491,3DR,4,iOS,1527USR
5369,2023-06-12T00:00:00.000000000,Sochi,Uber,3847,134DR,4,iOS,1301USR
5370,2023-06-03T00:00:00.000000000,Sochi,Minivan,4164,719DR,3,iOS,1268USR
5371,2023-06-17T00:00:00.000000000,Vladivostok,Businnes,4778,156DR,3,Call-center,2553USR
5372,2023-06-10T00:00:00.000000000,Samara,Uber,4875,243DR,4,Android,3380USR
5373,2023-06-20T00:00:00.000000000,Samara,Econom,697,336DR,5,Call-center,51USR
5374,2023-06-26T00:00:00.000000000,Ufa,Minivan,4357,312DR,4,Call-center,2452USR
5375,2023-06-27T00:00:00.000000000,Kaliningrad,Uber,5450,898DR,4,iOS,3902USR
5376,2023-06-07T00:00:00.000000000,Samara,Uber,2648,329DR,3,Call-center,558USR
5377,2023-06-28T00:00:00.000000000,Saint-Petersburg,Businnes,6062,348DR,4,iOS,1640USR
5378,2023-06-21T00:00:00.000000000,Moscow,Econom,1854,674DR,5,Android,236USR
5379,2023-06-28T00:00:00.000000000,Ufa,Minivan,6034,254DR,1,iOS,3968USR
5380,2023-06-20T00:00:00.000000000,Sochi,Minivan,4143,859DR,3,Browser,1350USR
5381,2023-06-26T00:00:00.000000000,Krasnodar,Uber,2935,3DR,3,Android,3729USR
5382,2023-06-16T00:00:00.000000000,Barnaul,Businnes,1886,614DR,3,iOS,1849USR
5383,2023-06-11T00:00:00.000000000,Samara,Uber,3970,43DR,1,Call-center,941USR
5384,2023-06-07T00:00:00.000000000,Vladivostok,Businnes,1379,646DR,5,Browser,3407USR
5385,2023-06-14T00:00:00.000000000,Tver,Uber,4360,137DR,2,Browser,490USR
5386,2023-06-13T00:00:00.000000000,Moscow,Uber,1286,808DR,1,Android,1329USR
5387,2023-06-23T00:00:00.000000000,Krasnodar,Econom,181,835DR,5,Browser,1551USR
5388,2023-06-01T00:00:00.000000000,Kazan,Businnes,4887,650DR,4,Browser,2762USR
5389,2023-06-28T00:00:00.000000000,Saint-Petersburg,Uber,1725,254DR,3,Call-center,1000USR
5390,2023-06-17T00:00:00.000000000,Barnaul,Businnes,5001,215DR,3,Call-center,1860USR
5391,2023-06-17T00:00:00.000000000,Sochi,Econom,2729,312DR,5,Browser,381USR
5392,2023-06-30T00:00:00.000000000,Samara,Uber,2315,878DR,5,Call-center,242USR
5393,2023-06-06T00:00:00.000000000,Ufa,Minivan,5140,581DR,2,Android,47USR
5394,2023-06-09T00:00:00.000000000,Vladivostok,Econom,1192,636DR,3,Call-center,323USR
5395,2023-06-29T00:00:00.000000000,Barnaul,Econom,2314,653DR,1,Call-center,2462USR
5396,2023-06-06T00:00:00.000000000,Krasnodar,Uber,5350,711DR,3,Browser,2795USR
5397,2023-06-14T00:00:00.000000000,Saint-Petersburg,Minivan,7119,184DR,2,Call-center,1840USR
5398,2023-06-01T00:00:00.000000000,Krasnodar,Uber,5524,833DR,2,Browser,3100USR
5399,2023-06-28T00:00:00.000000000,Sochi,Minivan,6798,358DR,2,iOS,3387USR
5400,2023-06-22T00:00:00.000000000,Tver,Minivan,5375,521DR,5,Call-center,144USR
5401,2023-06-17T00:00:00.000000000,Sochi,Businnes,7008,363DR,3,Call-center,3141USR
5402,2023-06-09T00:00:00.000000000,Kazan,Econom,488,371DR,2,Android,1520USR
5403,2023-06-30T00:00:00.000000000,Moscow,Businnes,8593,43DR,5,Android,3039USR
5404,2023-06-03T00:00:00.000000000,Kazan,Minivan,2563,597DR,5,iOS,2539USR
5405,2023-06-12T00:00:00.000000000,Barnaul,Econom,2989,677DR,3,Android,69USR
5406,2023-06-28T00:00:00.000000000,Kazan,Minivan,6059,718DR,5,Call-center,464USR
5407,2023-06-15T00:00:00.000000000,Saint-Petersburg,Uber,4459,3DR,5,Android,25USR
5408,2023-06-12T00:00:00.000000000,Saint-Petersburg,Econom,1737,408DR,4,Call-center,3514USR
5409,2023-06-05T00:00:00.000000000,Samara,Businnes,4911,670DR,2,Call-center,2200USR
5410,2023-06-27T00:00:00.000000000,Tver,Econom,671,601DR,2,Android,3593USR
5411,2023-06-18T00:00:00.000000000,Tver,Minivan,1346,549DR,1,iOS,2736USR
5412,2023-06-17T00:00:00.000000000,Krasnodar,Econom,1893,877DR,2,Android,388USR
5413,2023-06-06T00:00:00.000000000,Sochi,Businnes,4083,127DR,4,Call-center,2812USR
5414,2023-06-29T00:00:00.000000000,Kaliningrad,Uber,4168,238DR,5,Android,3632USR
5415,2023-06-28T00:00:00.000000000,Vladivostok,Minivan,5851,266DR,5,Browser,1227USR
5416,2023-06-17T00:00:00.000000000,Moscow,Econom,2323,627DR,2,iOS,969USR
5417,2023-06-09T00:00:00.000000000,Sochi,Econom,1711,455DR,1,iOS,326USR
5418,2023-06-08T00:00:00.000000000,Saint-Petersburg,Businnes,4903,566DR,3,Android,922USR
5419,2023-06-01T00:00:00.000000000,Kazan,Businnes,6387,71DR,4,iOS,1341USR
5420,2023-06-30T00:00:00.000000000,Kaliningrad,Businnes,3850,1DR,5,Android,2379USR
5421,2023-06-01T00:00:00.000000000,Samara,Businnes,4730,539DR,4,iOS,3977USR
5422,2023-06-26T00:00:00.000000000,Sochi,Minivan,4646,757DR,5,iOS,3248USR
5423,2023-06-15T00:00:00.000000000,Saint-Petersburg,Minivan,3591,768DR,2,iOS,3448USR
5424,2023-06-24T00:00:00.000000000,Krasnodar,Businnes,8582,609DR,5,iOS,1944USR
5425,2023-06-30T00:00:00.000000000,Ufa,Econom,1463,242DR,5,Android,1646USR
5426,2023-06-04T00:00:00.000000000,Barnaul,Econom,381,868DR,2,iOS,2117USR
5427,2023-06-26T00:00:00.000000000,Barnaul,Businnes,7957,828DR,3,Android,1656USR
5428,2023-06-02T00:00:00.000000000,Kazan,Businnes,2515,242DR,4,Browser,1782USR
5429,2023-06-15T00:00:00.000000000,Vladivostok,Econom,862,252DR,4,Call-center,1239USR
5430,2023-06-07T00:00:00.000000000,Tver,Businnes,1786,684DR,2,iOS,3864USR
5431,2023-06-26T00:00:00.000000000,Kazan,Businnes,4708,377DR,2,Android,3487USR
5432,2023-06-01T00:00:00.000000000,Saint-Petersburg,Minivan,3688,87DR,4,iOS,3779USR
5433,2023-06-24T00:00:00.000000000,Saint-Petersburg,Econom,2693,475DR,3,Android,2047USR
5434,2023-06-04T00:00:00.000000000,Samara,Econom,659,742DR,1,iOS,2260USR
5435,2023-06-14T00:00:00.000000000,Barnaul,Businnes,3505,645DR,2,Browser,29USR
5436,2023-06-12T00:00:00.000000000,Tver,Minivan,2628,595DR,2,Call-center,358USR
5437,2023-06-26T00:00:00.000000000,Kazan,Uber,3733,173DR,5,Browser,3049USR
5438,2023-06-20T00:00:00.000000000,Saint-Petersburg,Econom,1102,140DR,4,Call-center,1787USR
5439,2023-06-20T00:00:00.000000000,Saint-Petersburg,Minivan,856,342DR,4,Browser,3667USR
5440,2023-06-13T00:00:00.000000000,Saint-Petersburg,Businnes,6680,567DR,1,iOS,1030USR
5441,2023-06-22T00:00:00.000000000,Saint-Petersburg,Econom,2527,847DR,2,Android,3744USR
5442,2023-06-16T00:00:00.000000000,Kaliningrad,Uber,4459,893DR,2,Call-center,1730USR
5443,2023-06-29T00:00:00.000000000,Kazan,Uber,5972,65DR,4,Browser,2374USR
5444,2023-06-24T00:00:00.000000000,Barnaul,Uber,4123,405DR,2,Android,3443USR
5445,2023-06-15T00:00:00.000000000,Sochi,Econom,1629,336DR,2,iOS,674USR
5446,2023-06-06T00:00:00.000000000,Krasnodar,Econom,2132,19DR,4,iOS,3203USR
5447,2023-06-11T00:00:00.000000000,Vladivostok,Econom,2104,67DR,1,Browser,1404USR
5448,2023-06-14T00:00:00.000000000,Tver,Econom,1239,25DR,3,Call-center,3452USR
5449,2023-06-02T00:00:00.000000000,Saint-Petersburg,Businnes,5675,44DR,5,Browser,2235USR
5450,2023-06-22T00:00:00.000000000,Kazan,Businnes,2108,718DR,3,Android,3497USR
5451,2023-06-22T00:00:00.000000000,Kaliningrad,Businnes,3113,134DR,3,Browser,735USR
5452,2023-06-23T00:00:00.000000000,Tver,Uber,4066,144DR,3,Android,3702USR
5453,2023-06-03T00:00:00.000000000,Sochi,Minivan,3654,613DR,5,Browser,2766USR
5454,2023-06-07T00:00:00.000000000,Kazan,Minivan,850,314DR,1,Browser,140USR
5455,2023-06-04T00:00:00.000000000,Tver,Minivan,2861,157DR,1,Call-center,2653USR
5456,2023-06-24T00:00:00.000000000,Krasnodar,Uber,773,248DR,3,iOS,384USR
5457,2023-06-29T00:00:00.000000000,Tver,Minivan,2883,750DR,1,Android,3516USR
5458,2023-06-07T00:00:00.000000000,Kaliningrad,Businnes,2011,293DR,2,Call-center,545USR
5459,2023-06-08T00:00:00.000000000,Vladivostok,Businnes,4862,303DR,4,Browser,1785USR
5460,2023-06-27T00:00:00.000000000,Sochi,Businnes,6764,155DR,4,Android,1763USR
5461,2023-06-07T00:00:00.000000000,Barnaul,Econom,1125,528DR,4,Android,3328USR
5462,2023-06-23T00:00:00.000000000,Tver,Uber,5008,143DR,2,Call-center,43USR
5463,2023-06-10T00:00:00.000000000,Vladivostok,Businnes,4328,96DR,1,Android,3598USR
5464,2023-06-08T00:00:00.000000000,Saint-Petersburg,Uber,711,734DR,1,Android,814USR
5465,2023-06-21T00:00:00.000000000,Ufa,Econom,233,253DR,4,Browser,3637USR
5466,2023-06-19T00:00:00.000000000,Moscow,Uber,2182,163DR,2,iOS,29USR
5467,2023-06-07T00:00:00.000000000,Krasnodar,Econom,2642,649DR,1,Call-center,3087USR
5468,2023-06-03T00:00:00.000000000,Barnaul,Uber,5196,744DR,1,iOS,25USR
5469,2023-06-28T00:00:00.000000000,Vladivostok,Businnes,5667,539DR,1,Browser,3889USR
5470,2023-06-21T00:00:00.000000000,Ufa,Econom,2901,159DR,4,Call-center,761USR
5471,2023-06-18T00:00:00.000000000,Sochi,Minivan,6684,541DR,2,Call-center,1122USR
5472,2023-06-16T00:00:00.000000000,Moscow,Businnes,5125,208DR,4,Call-center,3997USR
5473,2023-06-09T00:00:00.000000000,Kazan,Minivan,5667,795DR,4,Browser,3142USR
5474,2023-06-09T00:00:00.000000000,Tver,Minivan,2697,548DR,1,Call-center,2182USR
5475,2023-06-26T00:00:00.000000000,Kazan,Businnes,2830,744DR,1,Android,532USR
5476,2023-06-12T00:00:00.000000000,Sochi,Uber,4860,680DR,1,Android,183USR
5477,2023-06-11T00:00:00.000000000,Saint-Petersburg,Minivan,4199,182DR,3,iOS,1101USR
5478,2023-06-16T00:00:00.000000000,Tver,Uber,5194,313DR,5,Android,663USR
5479,2023-06-15T00:00:00.000000000,Kaliningrad,Businnes,7353,113DR,5,Android,3884USR
5480,2023-06-08T00:00:00.000000000,Krasnodar,Econom,2319,275DR,1,Browser,185USR
5481,2023-06-22T00:00:00.000000000,Krasnodar,Minivan,1746,44DR,5,iOS,959USR
5482,2023-06-19T00:00:00.000000000,Saint-Petersburg,Uber,4663,343DR,4,Android,1591USR
5483,2023-06-22T00:00:00.000000000,Kaliningrad,Minivan,6382,578DR,2,Browser,1440USR
5484,2023-06-08T00:00:00.000000000,Barnaul,Econom,2528,245DR,3,Call-center,1918USR
5485,2023-06-24T00:00:00.000000000,Kazan,Uber,4200,893DR,4,Call-center,3239USR
5486,2023-06-08T00:00:00.000000000,Samara,Econom,1368,534DR,2,Android,2952USR
5487,2023-06-27T00:00:00.000000000,Vladivostok,Uber,2305,269DR,3,Call-center,1644USR
5488,2023-06-22T00:00:00.000000000,Sochi,Minivan,1596,517DR,3,iOS,3549USR
5489,2023-06-19T00:00:00.000000000,Kazan,Uber,1093,484DR,2,iOS,2295USR
5490,2023-06-02T00:00:00.000000000,Barnaul,Econom,2779,884DR,5,iOS,3987USR
5491,2023-06-08T00:00:00.000000000,Tver,Minivan,1160,602DR,4,Browser,1112USR
5492,2023-06-17T00:00:00.000000000,Ufa,Businnes,2245,810DR,1,Call-center,3256USR
5493,2023-06-20T00:00:00.000000000,Samara,Minivan,5989,778DR,2,Browser,2962USR
5494,2023-06-12T00:00:00.000000000,Moscow,Uber,1549,239DR,4,Call-center,1249USR
5495,2023-06-21T00:00:00.000000000,Moscow,Minivan,2123,643DR,5,Browser,1261USR
5496,2023-06-16T00:00:00.000000000,Kazan,Uber,3335,13DR,3,iOS,3049USR
5497,2023-06-09T00:00:00.000000000,Kaliningrad,Econom,491,69DR,3,Call-center,2018USR
5498,2023-06-07T00:00:00.000000000,Kaliningrad,Uber,5653,900DR,5,Call-center,3901USR
5499,2023-06-19T00:00:00.000000000,Moscow,Econom,1680,2DR,5,Android,1037USR
5500,2023-06-15T00:00:00.000000000,Vladivostok,Businnes,7330,368DR,5,Call-center,3589USR
5501,2023-06-06T00:00:00.000000000,Kaliningrad,Uber,2973,594DR,5,Call-center,2240USR
5502,2023-06-15T00:00:00.000000000,Samara,Econom,269,56DR,5,Call-center,1160USR
5503,2023-06-22T00:00:00.000000000,Ufa,Businnes,7941,460DR,5,iOS,2522USR
5504,2023-06-23T00:00:00.000000000,Ufa,Businnes,6792,336DR,3,Browser,932USR
5505,2023-06-21T00:00:00.000000000,Vladivostok,Minivan,4851,516DR,3,iOS,537USR
5506,2023-06-14T00:00:00.000000000,Samara,Businnes,2772,691DR,3,iOS,2108USR
5507,2023-06-07T00:00:00.000000000,Barnaul,Businnes,6198,227DR,4,iOS,2431USR
5508,2023-06-19T00:00:00.000000000,Moscow,Uber,1973,153DR,2,Android,1844USR
5509,2023-06-01T00:00:00.000000000,Ufa,Minivan,5473,370DR,3,Android,2971USR
5510,2023-06-07T00:00:00.000000000,Tver,Businnes,8067,576DR,5,Browser,2694USR
5511,2023-06-07T00:00:00.000000000,Tver,Businnes,4934,95DR,3,Android,2772USR
5512,2023-06-02T00:00:00.000000000,Barnaul,Econom,2050,771DR,5,Android,3548USR
5513,2023-06-09T00:00:00.000000000,Vladivostok,Businnes,5938,209DR,3,Call-center,3444USR
5514,2023-06-01T00:00:00.000000000,Kazan,Minivan,6302,390DR,3,Android,834USR
5515,2023-06-24T00:00:00.000000000,Kaliningrad,Uber,4061,540DR,1,Call-center,751USR
5516,2023-06-21T00:00:00.000000000,Kazan,Econom,890,551DR,3,iOS,2507USR
5517,2023-06-11T00:00:00.000000000,Kazan,Uber,2032,55DR,4,Call-center,2126USR
5518,2023-06-13T00:00:00.000000000,Kazan,Businnes,5126,336DR,3,Call-center,183USR
5519,2023-06-25T00:00:00.000000000,Kaliningrad,Businnes,3993,809DR,5,Browser,2089USR
5520,2023-06-13T00:00:00.000000000,Kazan,Businnes,5109,720DR,1,Browser,3542USR
5521,2023-06-08T00:00:00.000000000,Ufa,Minivan,2940,473DR,2,Browser,581USR
5522,2023-06-01T00:00:00.000000000,Kazan,Econom,2858,807DR,3,Call-center,2275USR
5523,2023-06-20T00:00:00.000000000,Moscow,Econom,1641,628DR,3,Browser,3749USR
5524,2023-06-01T00:00:00.000000000,Sochi,Econom,707,217DR,2,Call-center,29USR
5525,2023-06-27T00:00:00.000000000,Kazan,Uber,603,869DR,5,Android,3540USR
5526,2023-06-16T00:00:00.000000000,Samara,Econom,2090,653DR,5,Android,2733USR
5527,2023-06-23T00:00:00.000000000,Kazan,Minivan,2523,636DR,5,Call-center,851USR
5528,2023-06-02T00:00:00.000000000,Kazan,Businnes,5601,197DR,5,iOS,325USR
5529,2023-06-14T00:00:00.000000000,Sochi,Minivan,7134,167DR,5,iOS,2308USR
5530,2023-06-06T00:00:00.000000000,Krasnodar,Econom,2873,289DR,4,Call-center,496USR
5531,2023-06-23T00:00:00.000000000,Moscow,Businnes,4756,267DR,3,Call-center,2194USR
5532,2023-06-17T00:00:00.000000000,Barnaul,Uber,1152,620DR,1,Browser,368USR
5533,2023-06-20T00:00:00.000000000,Ufa,Econom,1997,795DR,4,Browser,2441USR
5534,2023-06-10T00:00:00.000000000,Krasnodar,Minivan,2600,521DR,4,Android,1158USR
5535,2023-06-13T00:00:00.000000000,Sochi,Businnes,1438,678DR,1,iOS,1172USR
5536,2023-06-12T00:00:00.000000000,Saint-Petersburg,Uber,5449,247DR,2,Call-center,193USR
5537,2023-06-09T00:00:00.000000000,Tver,Uber,5978,571DR,3,Browser,823USR
5538,2023-06-22T00:00:00.000000000,Ufa,Businnes,3266,577DR,1,Android,2955USR
5539,2023-06-26T00:00:00.000000000,Moscow,Minivan,1620,37DR,4,iOS,1742USR
5540,2023-06-13T00:00:00.000000000,Vladivostok,Uber,5580,228DR,1,Browser,3340USR
5541,2023-06-24T00:00:00.000000000,Moscow,Businnes,2771,690DR,1,iOS,2596USR
5542,2023-06-19T00:00:00.000000000,Vladivostok,Uber,4315,85DR,1,Browser,3037USR
5543,2023-06-12T00:00:00.000000000,Samara,Econom,1918,657DR,1,Call-center,2863USR
5544,2023-06-28T00:00:00.000000000,Moscow,Uber,2136,31DR,1,Call-center,2739USR
5545,2023-06-10T00:00:00.000000000,Kaliningrad,Businnes,1084,161DR,4,iOS,1407USR
5546,2023-06-04T00:00:00.000000000,Sochi,Minivan,4310,112DR,1,Android,2208USR
5547,2023-06-09T00:00:00.000000000,Kaliningrad,Businnes,3755,817DR,3,Browser,1342USR
5548,2023-06-16T00:00:00.000000000,Moscow,Minivan,1927,493DR,5,iOS,2897USR
5549,2023-06-27T00:00:00.000000000,Krasnodar,Uber,1520,733DR,4,Android,2193USR
5550,2023-06-15T00:00:00.000000000,Ufa,Minivan,2975,485DR,3,Android,2694USR
5551,2023-06-16T00:00:00.000000000,Ufa,Minivan,2964,514DR,3,Android,1804USR
5552,2023-06-27T00:00:00.000000000,Ufa,Minivan,1585,469DR,1,Call-center,1938USR
5553,2023-06-18T00:00:00.000000000,Barnaul,Businnes,5914,85DR,3,Android,3897USR
5554,2023-06-02T00:00:00.000000000,Moscow,Businnes,4097,124DR,5,iOS,3395USR
5555,2023-06-06T00:00:00.000000000,Kaliningrad,Minivan,5054,402DR,2,Call-center,1071USR
5556,2023-06-26T00:00:00.000000000,Vladivostok,Minivan,5987,207DR,5,Android,2925USR
5557,2023-06-22T00:00:00.000000000,Krasnodar,Uber,4373,283DR,1,iOS,3029USR
5558,2023-06-13T00:00:00.000000000,Barnaul,Uber,3012,616DR,2,Android,3879USR
5559,2023-06-19T00:00:00.000000000,Ufa,Businnes,1756,239DR,1,Call-center,3150USR
5560,2023-06-21T00:00:00.000000000,Samara,Uber,1452,518DR,4,iOS,2519USR
5561,2023-06-16T00:00:00.000000000,Samara,Uber,5047,268DR,3,iOS,3587USR
5562,2023-06-28T00:00:00.000000000,Samara,Minivan,5594,423DR,4,Browser,3767USR
5563,2023-06-03T00:00:00.000000000,Saint-Petersburg,Businnes,6877,43DR,4,Browser,2203USR
5564,2023-06-27T00:00:00.000000000,Kaliningrad,Econom,320,41DR,5,Call-center,711USR
5565,2023-06-19T00:00:00.000000000,Vladivostok,Minivan,6132,624DR,4,Browser,711USR
5566,2023-06-10T00:00:00.000000000,Kazan,Econom,1071,424DR,3,Browser,693USR
5567,2023-06-28T00:00:00.000000000,Ufa,Minivan,6625,379DR,2,Android,2978USR
5568,2023-06-19T00:00:00.000000000,Krasnodar,Minivan,1906,17DR,1,Browser,3733USR
5569,2023-06-01T00:00:00.000000000,Tver,Businnes,2660,808DR,4,Browser,2968USR
5570,2023-06-09T00:00:00.000000000,Samara,Econom,728,424DR,4,Call-center,2695USR
5571,2023-06-06T00:00:00.000000000,Sochi,Uber,3526,779DR,1,Browser,1058USR
5572,2023-06-01T00:00:00.000000000,Samara,Uber,4854,43DR,5,Browser,2082USR
5573,2023-06-09T00:00:00.000000000,Tver,Businnes,8631,773DR,3,Browser,479USR
5574,2023-06-08T00:00:00.000000000,Saint-Petersburg,Minivan,2940,376DR,3,Browser,1887USR
5575,2023-06-11T00:00:00.000000000,Barnaul,Minivan,4817,134DR,1,Android,1565USR
5576,2023-06-25T00:00:00.000000000,Sochi,Uber,633,889DR,4,Browser,3915USR
5577,2023-06-16T00:00:00.000000000,Barnaul,Econom,1585,651DR,3,Call-center,188USR
5578,2023-06-16T00:00:00.000000000,Saint-Petersburg,Businnes,8458,700DR,3,Android,61USR
5579,2023-06-25T00:00:00.000000000,Moscow,Uber,1144,866DR,1,Browser,2695USR
5580,2023-06-22T00:00:00.000000000,Barnaul,Uber,4218,709DR,2,iOS,894USR
5581,2023-06-04T00:00:00.000000000,Barnaul,Uber,1052,346DR,2,Call-center,3602USR
5582,2023-06-30T00:00:00.000000000,Saint-Petersburg,Econom,1720,316DR,1,Android,323USR
5583,2023-06-11T00:00:00.000000000,Vladivostok,Econom,1089,898DR,5,iOS,2963USR
5584,2023-06-22T00:00:00.000000000,Krasnodar,Uber,1200,899DR,1,Browser,2085USR
5585,2023-06-20T00:00:00.000000000,Vladivostok,Businnes,5716,10DR,5,Call-center,836USR
5586,2023-06-15T00:00:00.000000000,Sochi,Businnes,7242,269DR,3,Browser,3346USR
5587,2023-06-28T00:00:00.000000000,Moscow,Econom,2964,681DR,4,Browser,1027USR
5588,2023-06-20T00:00:00.000000000,Vladivostok,Minivan,7439,431DR,5,iOS,650USR
5589,2023-06-18T00:00:00.000000000,Vladivostok,Econom,2109,666DR,3,Call-center,1675USR
5590,2023-06-21T00:00:00.000000000,Kaliningrad,Businnes,5247,897DR,3,Call-center,2637USR
5591,2023-06-20T00:00:00.000000000,Sochi,Uber,4374,774DR,1,Android,3224USR
5592,2023-06-13T00:00:00.000000000,Sochi,Minivan,4859,484DR,3,Android,2118USR
5593,2023-06-13T00:00:00.000000000,Ufa,Uber,4134,36DR,4,Browser,1310USR
5594,2023-06-30T00:00:00.000000000,Tver,Businnes,2533,530DR,2,Android,3870USR
5595,2023-06-06T00:00:00.000000000,Moscow,Econom,2848,398DR,1,Browser,2141USR
5596,2023-06-21T00:00:00.000000000,Ufa,Minivan,3480,37DR,2,Call-center,955USR
5597,2023-06-17T00:00:00.000000000,Moscow,Minivan,1835,527DR,3,iOS,3738USR
5598,2023-06-05T00:00:00.000000000,Saint-Petersburg,Uber,4473,544DR,2,Android,1894USR
5599,2023-06-27T00:00:00.000000000,Kaliningrad,Minivan,2343,94DR,5,iOS,3180USR
5600,2023-06-14T00:00:00.000000000,Barnaul,Minivan,4924,100DR,5,Android,3544USR
5601,2023-06-28T00:00:00.000000000,Saint-Petersburg,Minivan,3999,96DR,3,Call-center,696USR
5602,2023-06-07T00:00:00.000000000,Kazan,Minivan,5060,148DR,3,Call-center,2889USR
5603,2023-06-14T00:00:00.000000000,Ufa,Uber,588,110DR,3,Call-center,2182USR
5604,2023-06-28T00:00:00.000000000,Kazan,Uber,5065,883DR,3,Android,2327USR
5605,2023-06-30T00:00:00.000000000,Tver,Econom,1534,440DR,3,Browser,988USR
5606,2023-06-07T00:00:00.000000000,Sochi,Uber,2033,194DR,5,Browser,3049USR
